,0,1
1217,φιλοκαίσαρος,159
1218,cohors,159
1219,σιδήρεος,158
1220,διονύσιον,158
1221,πράττων,158
1222,ναῶι,158
1223,σελεύκου,158
1224,ἑρμεῖ,158
1225,τρεῖς,158
1226,ἡμιωβέλιον,158
1227,κοιμητήριον,158
1228,τιμοκλῆς,157
1229,ἀρχός,157
1230,μόσχος,157
1231,λαός,157
1232,ἀνδρονίκου,157
1233,ἀρτεμιδώρου,157
1234,cai,157
1235,die,157
1236,θρασύς,156
1237,λύσις,156
1238,ἰά,156
1239,φώκη,156
1240,ἀναγραφεύς,156
1241,ποίησις,156
1242,ἐπίσημος,156
1243,Μένων,156
1244,Παρμενίων,156
1245,suo,156
1246,θεσμοφορίου,156
1247,ἄνιος,155
1248,θεοφίλου,155
1249,ἡμιμναῖον,155
1250,Ἑρμογένης,155
1251,ἄτταλος,155
1252,θέλωντι,155
1253,veteranus,155
1254,ἡγέομαι,154
1255,augustae,154
1256,ὄνος,153
1257,εἰσάγω,153
1258,φιλοκλέους,153
1259,θεόφιλος,153
1260,σεπτιμίου,153
1261,ἰουλίου,153
1262,διαθήκη,153
1263,peek,153
1264,Ἡραῖος,152
1265,φράτρα,152
1266,συμβαίνω,152
1267,φροντίζω,152
1268,λύω,152
1269,κατά,152
1270,τἀθεναίαι,151
1271,εὔανδρος,151
1272,γυμνικός,151
1273,φρούριον,151
1274,ἀνδρών,151
1275,ὅσιος,151
1276,ὕψιστος,151
1277,συντελέσαντι,151
1278,faciendum,151
1279,ιβʹ,151
1280,ὅρμος,150
1281,μίσθωσις,150
1282,ἀρίς,150
1283,προσήκω,150
1284,ζήνων,150
1285,ἀντιμάχομαι,150
1286,ἐξηγητής,150
1287,τελείωι,150
1288,μνεία,150
1289,κληματίς,150
1290,κεῖτε,150
1291,kalendas,150
1292,σωματοθήκην,150
1293,σοφός,149
1294,ἀρτεμής,149
1295,Ὀρέστης,149
1296,Φιλοκλῆς,148
1297,κάνεον,148
1298,πρυτανικῶι,148
1299,φιλίνου,148
1300,οἰνοχόη,148
1301,υἱῶι,148
1302,ἀρχεῖον,148
1303,οἰκονόμος,148
1304,κεʹ,148
1305,ἀναλίσκω,147
1306,ἀντιοχίδος,147
1307,ἐποίεσεν,147
1308,Καλλίμαχος,147
1309,φιλῖνος,147
1310,πάτρα,147
1311,φῶς,147
1312,Ὄλυμπος,147
1313,Πάτραι,147
1314,νομοφύλαξ,147
1315,Ἡρόδοτος,147
1316,milia,147
1317,felix,147
1318,θάρσι,147
1319,υς,146
1320,τετράς,146
1321,κρατερός,146
1322,ἀναλισκομένων,146
1323,οἰκοδομέω,146
1324,κατασταθεὶς,146
1325,ξενότιμος,146
1326,καλοκἀγαθία,146
1327,γερμανικὸν,146
1328,Ἰουλία,146
1329,ἐφόδιον,146
1330,ἔφορος,146
1331,iulio,146
1332,στυρ,146
1333,caio,146
1334,αἴξ,145
1335,ἱεροποιοῖς,145
1336,εὐκράτης,145
1337,πένθος,145
1338,ἧλος,145
1339,ἄτη,145
1340,διονυσόδωρος,145
1341,ἀνασάξιμον,145
1342,κλειτός,145
1343,αὐρ,145
1344,τεύχω,145
1345,λεγεῶνος,145
1346,θευδώρου,145
1347,Ἑστιάς,144
1348,χρόνωι,144
1349,πυρός,144
1350,θεότιμος,144
1351,δδδ,144
1352,πάχος,144
1353,κάλλος,144
1354,ὑμεῖν,144
1355,ᾍδης,144
1356,μυριάς,144
1357,στησίλειον,144
1358,θυεσταδῶν,144
1359,ἰουλιανοῦ,144
1360,να,143
1361,μέτρον,143
1362,κρατέω,143
1363,ἐπισκευάζω,143
1364,μερίς,143
1365,Κρήτη,143
1366,ὑπάρχουσαν,143
1367,βασίλισσα,143
1368,sibi,143
1369,ἴδη,142
1370,ἀκαμαντίδος,142
1371,ἀγωνίζομαι,142
1372,παραμένω,142
1373,ἀξία,142
1374,παιδεία,142
1375,δήμητρι,142
1376,λευκίου,142
1377,ἀξιόλογος,142
1378,καλλικράτεος,142
1379,ἱερωσύνη,142
1380,συνευδοκέοντος,142
1381,luci,142
1382,ἱερομνημονούντων,142
1383,ἀσκαηνῷ,142
1384,ἄναξ,141
1385,φι,141
1386,νον,141
1387,Πάρος,141
1388,ἱππικός,141
1389,ἱεροκλῆς,141
1390,μητροδώρου,141
1391,πολιός,141
1392,χθόνιος,141
1393,ποτιτασσόμενον,141
1394,δύω,140
1395,μυρίος,140
1396,κάθε,140
1397,ἀκούω,140
1398,ἐπιοῦσαν,140
1399,διογένου,140
1400,ἀμμωνίου,140
1401,μιμνήσκω,140
1402,διαμονῆς,140
1403,ὥρα,140
1404,Δωριεύς,140
1405,a,140
1406,ταὐτός,139
1407,ἀδικέω,139
1408,Πεισίστρατος,139
1409,nomen,139
1410,καταβάλλω,139
1411,μισθωτός,139
1412,θάλαμος,139
1413,αὐρηλίου,139
1414,ἀνέθεˉκε,139
1415,titus,139
1416,περίχωρος,139
1417,ἀνέθεκε,138
1418,ἐντελής,138
1419,πῆχυς,138
1420,σαράπιδι,138
1421,Σάρδεις,138
1422,ἀγώνοις,138
1423,κύλιξ,137
1424,κτίζω,137
1425,βορρᾶς,137
1426,κρείσσων,137
1427,νικία,137
1428,πεύκη,137
1429,ἀφαρεῦθεν,137
1430,νέμω,136
1431,ἱκέσιος,136
1432,ἱπποθωντίδος,136
1433,δωδέκατος,136
1434,εὐδήμου,136
1435,ἡμεῖν,136
1436,Πύθων,136
1437,ἱερωτάτῳ,136
1438,gemina,136
1439,Πάν,135
1440,σταθμός,135
1441,ἄργυρος,135
1442,κῆπος,135
1443,ἆθλον,135
1444,βίοτος,135
1445,ς,135
1446,σύγκλητος,135
1447,κλῆρος,135
1448,ἔπος,135
1449,ιαʹ,135
1450,οἴκημα,135
1451,πολέμιος,134
1452,σιν,134
1453,ἐυκτήμων,134
1454,πηγή,134
1455,ηδδδ,134
1456,ἀρτέμωνος,134
1457,militavit,134
1458,ἐπιφανεστάτωι,134
1459,ὑμέτερος,133
1460,καθηκούσας,133
1461,παλαίστρα,133
1462,οὐρανός,133
1463,ἰουλιανὸς,133
1464,βαίνω,132
1465,ῥαμνοῦντι,132
1466,νόσος,132
1467,γραφή,132
1468,ξανδικοῦ,132
1469,lucio,132
1470,σμινθίου,132
1471,λυ,131
1472,ξενικός,131
1473,ἔφοδος,131
1474,κρήνη,131
1475,σωτήριος,131
1476,μενεκράτου,131
1477,προφήτης,131
1478,οὔλπιος,131
1479,κλεοδάμου,131
1480,ὀλίγος,130
1481,καλ,130
1482,συντίθημι,130
1483,τριακόσιοι,130
1484,Ἀπατούρια,130
1485,ἐγγυ,130
1486,ῥόδον,130
1487,μηνίω,130
1488,ἀσάνδρου,130
1489,curavit,130
1490,θ,129
1491,βροτός,129
1492,ταῦρος,129
1493,εὐάγγελος,129
1494,ἐναντίος,129
1495,θέωνος,129
1496,γυμνασιαρχήσαντα,129
1497,χθών,129
1498,Λέων,129
1499,Λυκία,129
1500,ἐόντω,129
1501,φύω,128
1502,νεῖκος,128
1503,ἦθος,128
1504,λῷος,128
1505,εὔξενος,128
1506,τάξις,128
1507,ἐξάγω,128
1508,ἀνανεόομαι,128
1509,ἀποκαθίστημι,128
1510,ἄρχωνος,128
1511,βαβύλου,128
1512,κοίμησις,128
1513,ἁβρομάχου,128
1514,κριτός,127
1515,τρέφω,127
1516,Παιάν,127
1517,ἔπαινος,127
1518,Πόντος,127
1519,φιλίσκου,127
1520,Ἠλεῖος,127
1521,ἄνθραξ,127
1522,bonae,127
1523,ἐλευθερόω,126
1524,σίον,126
1525,ἐλαία,126
1526,Σαλαμίνιος,126
1527,αἰσχρός,126
1528,Κῶς,126
1529,ἅρμα,126
1530,λευκόν,126
1531,ὄρος,126
1532,φωκαιέως,126
1533,ἐτείμησεν,126
1534,ἀσπονδεὶ,126
1535,Δῆλος,125
1536,σοφία,125
1537,ἄνθος,125
1538,κόσμιος,125
1539,Ἀσία,125
1540,ἀπελλάζω,125
1541,μακαρία,125
1542,νικαγόρα,125
1543,χρησμός,125
1544,λίμνη,125
1545,φιλοπάτριδος,125
1546,ἀργείωι,125
1547,ἀνεπίγραφον,125
1548,ὠκυνειδῶν,125
1549,ἀποτρέχουσα,125
1550,μεταγειτνιών,124
1551,ἰάομαι,124
1552,ἴσιδος,124
1553,θεμέλιος,124
1554,ἑρμίου,124
1555,εὐταξία,124
1556,δωροθέου,124
1557,ἐπισκευή,124
1558,Κύζικος,124
1559,ὀλυμπίωι,124
1560,καταχθόνιος,124
1561,σαράπιδι,124
1562,ὀρθοκλέους,124
1563,numini,124
1564,φύλαξ,123
1565,φιλο,123
1566,ἀγωγή,123
1567,ἀφαιρέω,123
1568,εὔχρηστος,123
1569,νοτό,123
1570,νουμηνίου,123
1571,libertus,123
1572,Κλαυδία,123
1573,συνκλήτου,123
1574,situs,123
1575,decreto,123
1576,ἀρχίας,122
1577,αἰαντίδος,122
1578,ἱδρύω,122
1579,ἀνίημι,122
1580,πρώταρχος,122
1581,κλείς,122
1582,χέω,122
1583,κουρεύς,122
1584,ποιοῦσα,122
1585,φιλόστρατος,121
1586,ἀθεναίαι,121
1587,καλλικλῆς,121
1588,ἐλπίνου,121
1589,μέτοικος,121
1590,μαραθώνιος,121
1591,ξενοκράτης,121
1592,ἀπολλωνίδου,121
1593,λεγιῶνος,121
1594,φιλόδοξος,121
1595,χαριξένου,121
1596,ἀπελευθερωθεὶς,121
1597,δάν(ε)ιον,121
1598,φοῖνιξ,120
1599,ἀριστο,120
1600,δάκρυον,120
1601,ἐψηφισμένα,120
1602,τριακάς,120
1603,δημέου,120
1604,μητρόδωρος,120
1605,Σίμων,120
1606,φιλότιμος,120
1607,miles,120
1608,ἀθάναι,120
1609,εὐχαριστέω,120
1610,ἄωρος,120
1611,ιεʹ,120
1612,voto,120
1613,δάνειον,119
1614,μος,119
1615,διονυσοδώρου,119
1616,ἀπόδειξις,119
1617,τιβέριον,119
1618,εὔκαρπος,119
1619,δίδυμος,119
1620,γέρων,119
1621,ἔφεσις,119
1622,εὐτυχία,119
1623,πόθος,119
1624,ἐπισκευάσαντι,119
1625,φίσκῳ,119
1626,geminae,119
1627,ποιέουσα,119
1628,ἐπίσκοπος,118
1629,δοκή,118
1630,ἀπολλωνίδης,118
1631,φιλέταιρος,118
1632,Ἀμφιάραος,118
1633,πυθοδώρου,118
1634,Τληπόλεμος,118
1635,σής,118
1636,πρόβατον,118
1637,τρόπωι,118
1638,μενεστράτου,118
1639,ζωσίμου,118
1640,τρόφιμος,118
1641,γερούσιος,118
1642,ἐνίζω,118
1643,πανήμου,118
1644,ταγός,118
1645,συμβίῳ,118
1646,ἀμφότερος,117
1647,ἥμυσυ,117
1648,ἀνδρίον,117
1649,στεφάνωι,117
1650,παραίτιος,117
1651,σωπάτρου,117
1652,τρυφή,117
1653,ἀντιοχεὺς,117
1654,σεβαστοῖς,117
1655,κράτος,117
1656,ἁγίωνος,117
1657,τριπάλαστον,117
1658,nostri,117
1659,ulpius,117
1660,Ἰάς,116
1661,ἀνειπεῖν,116
1662,κλάω,116
1663,εὐδαίμων,116
1664,διοσκουρίδου,116
1665,εἰσφέρω,116
1666,Μέμνων,116
1667,Μενέλαος,116
1668,Βοιώτιος,116
1669,βιόω,116
1670,βέλτιστος,116
1671,ὑφαιρεθέντος,116
1672,στραταγοῦντος,116
1673,τηλεμνήστου,116
1674,ἀλκίμαχος,115
1675,ἐσθλός,115
1676,Ἰασώ,115
1677,πεντακόσιοι,115
1678,ρου,115
1679,δηλόω,115
1680,κυμβίον,115
1681,συνωρίς,115
1682,claudiae,115
1683,ixit,115
1684,decurionum,115
1685,ἀφιδναῖος,114
1686,πόνος,114
1687,καταβολή,114
1688,ἑρμίας,114
1689,διοφάντου,114
1690,Κρής,114
1691,Παρθικός,114
1692,Λοκροί,114
1693,αὐξάνω,114
1694,ἐργώναι,114
1695,ταχύς,114
1696,παιδάριον,114
1697,νεικήσας,114
1698,titi,114
1699,πῦρ,113
1700,τὸς,113
1701,γενναῖος,113
1702,ἀσπίς,113
1703,εἰκοστεῖ,113
1704,φυλέτης,113
1705,Νεοπτόλεμος,113
1706,διπλόος,113
1707,κύαθος,113
1708,Θεμιστοκλῆς,113
1709,τιβέριον,113
1710,βούλωνος,113
1711,Ῥωμαῖος,113
1712,ἀρισταγόρα,113
1713,𐅅,113
1714,filia,113
1715,filiae,113
1716,plus,113
1717,antonino,113
1718,Ἀνδρέας,112
1719,νικ,112
1720,πλέω,112
1721,ἐγγυητής,112
1722,τραγωιδῶν,112
1723,Κύπρος,112
1724,στάζω,112
1725,ἀθανίωνος,112
1726,ἀνδρομάχος,112
1727,σεουῆρον,112
1728,ιηʹ,112
1729,ἐλευθερίαι,112
1730,πέλεθρον,112
1731,ἀρσινόης,112
1732,στεφάνωμα,112
1733,στρατονίκης,112
1734,πρόσταγμα,112
1735,εὐψύχι,112
1736,καταδουλισμῷ,112
1737,διακόσιοι,111
1738,κερατέα,111
1739,δεκάτεν,111
1740,βάρβαρος,111
1741,δόμος,111
1742,ἀριστόνοος,111
1743,ἀετός,111
1744,πομπή,111
1745,διάφορος,111
1746,θνητός,111
1747,φιλοδοξία,111
1748,ἀντωνίου,111
1749,ἐλευθέριος,111
1750,σύντροφος,111
1751,ὀνησαγόρας,111
1752,συνβίῳ,111
1753,matri,111
1754,ἀπελευθερωθεῖσα,111
1755,ὕδρευμα,111
1756,δεκάτει,110
1757,κιβώτιον,110
1758,Θεόξενος,110
1759,κισσός,110
1760,διδάσκαλος,110
1761,κτῆσις,110
1762,Ἁλικαρνασσεύς,110
1763,φλαουίου,110
1764,χρήστης,110
1765,ἀναστροφή,110
1766,τιμοξένου,110
1767,ἰούγερα,110
1768,pius,110
1769,κηδεύω,110
1770,flavia,110
1771,to,110
1772,παρέχοιν,110
1773,στράτιος,109
1774,θρασύμαχος,109
1775,Ἥφαιστος,109
1776,κρίτωνος,109
1777,σαραπίωνος,109
1778,ἀντιγένης,109
1779,φρμης,109
1780,καρυωτὴν,109
1781,φιλοπάτωρ,109
1782,claudia,109
1783,ὑπόμνημα,108
1784,ἀκόλουθος,108
1785,Αἰγιναῖος,108
1786,πρ,108
1787,Σῦρος,108
1788,θυμός,108
1789,corona,108
1790,ἀθηνοδώρου,108
1791,χορηγός,108
1792,ἀθηνόδωρος,108
1793,φίλωνος,108
1794,ἐπιδείκνυμι,108
1795,ἰούλιον,108
1796,πάσχω,108
1797,ἀναφέρω,108
1798,ἀρχία,108
1799,χαρίλα,108
1800,ἀθεναίον,107
1801,εἴσειμι,107
1802,χχ,107
1803,κέραμος,107
1804,λος,107
1805,minus,107
1806,μι,107
1807,ἀριστοκλέους,107
1808,τηρέω,107
1809,ἁδριανὸς,107
1810,φρονέω,107
1811,Κόνων,107
1812,σωτήριχος,107
1813,σωσιπάτρου,107
1814,nepoti,107
1815,νύξ,107
1816,Διόσκοροι,107
1817,αἰγιναίου,107
1818,ἔθος,107
1819,τελέσωνος,107
1820,μειλιχίδου,107
1821,γλυκυτάτῳ,107
1822,viii,107
1823,θάρσι,107
1824,πρέσβις,106
1825,πλίνθος,106
1826,Χολαργεύς,106
1827,μάκαρ,106
1828,δωρόθεος,106
1829,μηνοδώρου,106
1830,αἴλ,106
1831,σωτίωνος,106
1832,τηλεμάχος,106
1833,ἀγωνοθετήσαντα,106
1834,πνεῦμα,106
1835,sunt,106
1836,annorum,106
1837,ἐνγράφως,106
1838,ἐμμενίδα,106
1839,ta,106
1840,φιλουνίου,106
1841,μαντία,106
1842,ἱκανός,105
1843,ἄκρος,105
1844,Κέως,105
1845,δόκιμος,105
1846,ξενοκράτου,105
1847,ἱεροκῆρυξ,105
1848,εὐδώρου,105
1849,praefecto,105
1850,ἰουλία,105
1851,γʹ,105
1852,τελεσαρχίδου,105
1853,στρατονίκη,105
1854,παρμενίσκου,105
1855,φιλομήτωρ,105
1856,constantino,105
1857,centurio,105
1858,ποτάμιος,104
1859,βαλανεῖον,104
1860,δῶμα,104
1861,κο,104
1862,εὐφίλητος,104
1863,μακρός,104
1864,ἀγαθοκλέους,104
1865,θρασύβουλος,104
1866,κῶιοι,104
1867,τραϊανὸν,104
1868,νικαγόρας,104
1869,dedit,104
1870,αἰλίου,104
1871,βερενίκης,104
1872,πολίζω,104
1873,praefectus,104
1874,ἁθὺρ,104
1875,ἔμπορος,103
1876,Φωκεύς,103
1877,μουσικός,103
1878,ἀπολλ,103
1879,χαρά,103
1880,ἀπόδοσις,103
1881,σύμφορος,103
1882,ἄλκιμος,103
1883,Σωσίπατρος,103
1884,Πατρέες,103
1885,εὐδάμου,103
1886,βουκατίου,103
1887,ir,103
1888,σκάφια,103
1889,πτῶμα,103
1890,κβ,103
1891,ἀγή,102
1892,προεδρεύω,102
1893,ἀρχίππου,102
1894,παρασκευάζω,102
1895,Νέστωρ,102
1896,πάροικος,102
1897,κεραμίς,102
1898,παράδοξος,102
1899,ἀνοίγνυμι,102
1900,Ἀριστωνύμος,102
1901,ἀπολύω,102
1902,τὰμ,102
1903,παυσανία,102
1904,τραιανὸν,102
1905,συμβίῳ,102
1906,μῦς,101
1907,εὔφρων,101
1908,χορηγέω,101
1909,εὔνομος,101
1910,ἀμμώνιος,101
1911,ἀντώνιος,101
1912,παλαστῶν,101
1913,ὁμολογέω,101
1914,φοῖβος,101
1915,Σιδών,101
1916,περτίνακος,101
1917,ἄλοχος,101
1918,πεδίον,101
1919,ὑπηρετέω,101
1920,ἐγγράφω,101
1921,Δώριος,101
1922,κληρο,101
1923,quintus,101
1924,βάλλω,100
1925,ἀδελφῆι,100
1926,κιβωτός,100
1927,αἱρεθέντες,100
1928,πεμπτός,100
1929,βουλευτηρίωι,100
1930,προστατηρίωι,100
1931,traiano,100
1932,ἀνεψιός,100
1933,μενάνδρου,100
1934,Ἶσις,100
1935,πολεμαρχέω,100
1936,περγαμηνῶν,100
1937,στησίλεω,100
1938,ὀλυμπηνὸς,100
1939,τεός,99
1940,Συρακόσιος,99
1941,ἀναστρέφω,99
1942,μηνοφίλου,99
1943,μέτειμι,99
1944,Γοργώ,99
1945,ἆθλος,99
1946,καλλίνικος,99
1947,ἀρτεμίδωρος,99
1948,λουκίου,99
1949,πόρος,99
1950,γόμος,99
1951,ναοποιοῖς,99
1952,Θρᾷξ,99
1953,σπεῖρα,98
1954,Νέμειος,98
1955,Ξανθίης,98
1956,ἀντίμαχος,98
1957,φύλαρχος,98
1958,θαργηλιῶνος,98
1959,λεωντίδος,98
1960,στεφανώσαντες,98
1961,ἐπιμεμελῆσθαι,98
1962,Αἰσχύλος,98
1963,ἰσιδώρου,98
1964,ἁδριανῶι,98
1965,ἀγοράζω,98
1966,μόνιμος,98
1967,Ῥόδος,98
1968,πίπτω,98
1969,semper,98
1970,Μίκυθος,98
1971,ἀπαρχὲν,97
1972,δεσμός,97
1973,Παλλάς,97
1974,διδάσκω,97
1975,ἀντιφάνης,97
1976,Σιληνός,97
1977,διόφαντος,97
1978,διοσκουρίδης,97
1979,Σκιροφοριών,97
1980,Σώπατρος,97
1981,τελευτή,97
1982,Πλάτων,97
1983,ͻ,97
1984,iulia,97
1985,σώζω,97
1986,πανάμου,97
1987,οὐράνιος,97
1988,ἀνθρώπινος,97
1989,σὺμ,97
1990,Συρία,97
1991,ἀγρός,97
1992,σαράπιδος,97
1993,φίλλιος,97
1994,βασιλίσσηι,97
1995,severi,97
1996,ιδʹ,97
1997,χος,96
1998,Περίανδρος,96
1999,παιανιεὺς,96
2000,λυκόφρονος,96
2001,Θεόφραστος,96
2002,ὑπηρέτης,96
2003,στρατηγῶι,96
2004,χαλκῆι,96
2005,σωσικράτης,96
2006,αἰτέω,96
2007,πρεσβεύσαντα,96
2008,θευδότου,96
2009,ηδδδδ,96
2010,κοίντου,96
2011,εὐφράνορος,96
2012,deo,96
2013,valens,96
2014,μανός,95
2015,πωλητής,95
2016,μόσχιος,95
2017,εὐφροσύνη,95
2018,δισσός,95
2019,νικολάου,95
2020,antonius,95
2021,οὐαλ,95
2022,δαμοκλεῦς,95
2023,ἐκεχειρία,95
2024,κβʹ,95
2025,ὁλκ,95
2026,λαιάδα,95
2027,πριηνέων,95
2028,κ,94
2029,παιανιέα,94
2030,ἀναγόρευσις,94
2031,γενέθλιος,94
2032,φιλανθρωπία,94
2033,πυθόδωρος,94
2034,ἀγησίλαος,94
2035,πίνω,94
2036,ἀναγκαῖος,94
2037,ἠώς,94
2038,πέτρος,94
2039,καʹ,94
2040,ἰσοπολιτείαν,94
2041,πάτρωνα,94
2042,eorum,94
2043,ἐτείμησαν,94
2044,θυόντω,94
2045,iv,94
2046,flaviae,94
2047,xii,94
2048,ἀρτάμιτος,94
2049,consularis,94
2050,ἀποτρέχων,94
2051,ον,93
2052,ὑπογραμματέα,93
2053,μάχη,93
2054,ἑνδέκατος,93
2055,δαματρίου,93
2056,ἐράω,93
2057,τειμὴν,93
2058,Διομήδης,93
2059,Λοκρός,93
2060,φύλλον,93
2061,Διονυσιάζω,93
2062,κρέας,93
2063,ἄκυρος,93
2064,maximiano,93
2065,προστείμου,93
2066,potestatis,93
2067,κλευδάμου,93
2068,ἀστός,92
2069,βολή,92
2070,ἐφίστημι,92
2071,μέλι,92
2072,μενέστρατος,92
2073,αἰγεῖδος,92
2074,Λεωνίδης,92
2075,μοσχίωνος,92
2076,πλοῖον,92
2077,ἀείρω,92
2078,συναγωγή,92
2079,κοΐντου,92
2080,σεπτίμιον,92
2081,ἀριστερός,92
2082,ἐμμένω,92
2083,ἀγωνοθετοῦντος,92
2084,ἀμφισσεῖς,92
2085,θαυμάζω,92
2086,μημόριον,92
2087,φαμενὼθ,92
2088,πρασαιβῶν,92
2089,ἀ,91
2090,στα,91
2091,ὀροφή,91
2092,δωρος,91
2093,χαρίξενος,91
2094,φιλοστράτου,91
2095,συνάγω,91
2096,ἀγαθάρχου,91
2097,δημ,91
2098,σαραπίων,91
2099,ζώσιμος,91
2100,aelio,91
2101,fidelis,91
2102,σταλάω,91
2103,αὐρηλία,91
2104,θεύδωρος,91
2105,περάω,91
2106,ἠμί,91
2107,patrono,91
2108,domino,91
2109,antoninus,91
2110,tribuniciae,91
2111,ἰλαίου,91
2112,νόμιμος,90
2113,θεσμοθέτης,90
2114,τέμνω,90
2115,ἀμύντου,90
2116,ἱέραξ,90
2117,Σωσίστρατος,90
2118,legatum,90
2119,προίξ,90
2120,νέκυς,90
2121,προτίθημι,90
2122,ἀριστόδαμος,90
2123,ἄρτος,90
2124,ἁρμόδιος,90
2125,τριάκοντα,90
2126,δαμοκράτης,90
2127,κιθαριστής,90
2128,ἀγωνοθέτου,90
2129,φώρμης,90
2130,ξενόκριτος,90
2131,ἀμύντα,90
2132,κλεοπάτρα,90
2133,ἱστιαιικοῦ,90
2134,μητροδώρου,90
2135,λινδίαι,90
2136,αἰνιάνων,90
2137,φιλουνίου,90
2138,σφόνδυλος,89
2139,ἀριστομένης,89
2140,ἐπιγένης,89
2141,κάλλιππος,89
2142,σθένος,89
2143,ξενοκλῆς,89
2144,θέσις,89
2145,νουμήνιος,89
2146,ἐμφανίζω,89
2147,γυμνασίωι,89
2148,ἐρῶ,89
2149,Φιλήμων,89
2150,Λυσίστρατος,89
2151,μάξιμος,89
2152,ἄλυπε,89
2153,καρνείου,89
2154,δαμοσθένεος,89
2155,ὀμφαλός,89
2156,χύμα,89
2157,γλυκυτάτῃ,89
2158,γλυκυτάτῃ,89
2159,εὐψυχέω,89
2160,ἀποδομένα,89
2161,χαλκίον,88
2162,ὁπόσος,88
2163,πέντε,88
2164,πο,88
2165,δείκνυμι,88
2166,ἔνοχος,88
2167,ὕψος,88
2168,ἐλαφηβολιών,88
2169,ἡλιόδωρος,88
2170,ἡλιοδώρου,88
2171,γραπτός,88
2172,μεγακλεής,88
2173,Καλλιάδης,88
2174,ἀλεξανδρεύς,88
2175,κάλλωνος,88
2176,ἰουλίας,88
2177,ἡρακλείτου,88
2178,ἰουλία,88
2179,εἰκοστός,88
2180,ὄλβιος,88
2181,heres,88
2182,ἀλεξανδρείας,88
2183,κτῆμα,88
2184,πάτρωνα,88
2185,ιθʹ,88
2186,κνωσίων,88
2187,claudius,88
2188,κυριάζω,88
2189,nostro,88
2190,βοήθι,88
2191,hispanorum,88
2192,miliaria,88
2193,κορέω,87
2194,ἐπιχαρής,87
2195,νίκαρχος,87
2196,φεύγω,87
2197,σπεύδω,87
2198,παύω,87
2199,διόδοτος,87
2200,Ἄμμων,87
2201,Βοηδρομιών,87
2202,ἐνάτει,87
2203,ὅριον,87
2204,φυλάσιος,87
2205,σίδηρος,87
2206,λοχαγός,87
2207,ἀριστοδάμου,87
2208,νουμηνία,87
2209,διδύμου,87
2210,συμμαχικός,87
2211,Εὐέλθων,87
2212,τεθυρωμένον,87
2213,μεχεὶρ,87
2214,ζʹ,87
2215,ὄλλυμι,86
2216,ιο,86
2217,ἐνάτηι,86
2218,ἕκτει,86
2219,ἐλεφάντινος,86
2220,ἐπιτίθημι,86
2221,ἀμάω,86
2222,ἐρεχθεῖδος,86
2223,ντι,86
2224,ἀρχεστράτου,86
2225,βουλαίαι,86
2226,νικηράτου,86
2227,σῶσος,86
2228,μαρτυρέω,86
2229,συγχωρέω,86
2230,διαλύω,86
2231,ἱλαρός,86
2232,παρμενίσκος,86
2233,hadriano,86
2234,ἀθηναίωι,86
2235,πάθος,86
2236,πέταλον,86
2237,πριάμενος,86
2238,φιλοστοργία,86
2239,suis,86
2240,ὑοθεσίαν,86
2241,λαμ,85
2242,κριός,85
2243,ἀριστοφάνης,85
2244,θίασος,85
2245,Πυθώ,85
2246,φιλόδημος,85
2247,αἴτιος,85
2248,δόξηι,85
2249,ὑποτάσσω,85
2250,κλέω,85
2251,λούκιον,85
2252,μένανδρος,85
2253,εὐπορία,85
2254,κύων,85
2255,κοράσιον,85
2256,πειράζω,85
2257,λίνδιοι,85
2258,ὀνησαγόρας,85
2259,γορτυνίων,85
2260,ἀργυρίο,84
2261,σθαι,84
2262,κύκλος,84
2263,ντ,84
2264,Ξενοφῶν,84
2265,λυσάνδρου,84
2266,τεταγμένοις,84
2267,κριτής,84
2268,ἔαρ,84
2269,περίβολος,84
2270,μηνόφιλος,84
2271,εὐσχήμων,84
2272,νικοδάμου,84
2273,ἐπιμεληθέντος,84
2274,διοδώρου,84
2275,ἀριστάνδρου,84
2276,εὐχαριστήριον,84
2277,κλεόδαμος,84
2278,γαμέτης,84
2279,τεχνάζω,84
2280,δημάρου,84
2281,τέτραχμον,84
2282,auggustorum,84
2283,Λινδίοι,84
2284,βιασάμενος,84
2285,δαμοκράτευς,84
2286,φαρμοῦθι,84
2287,ἀθάμβου,84
2288,τίω,83
2289,λης,83
2290,ὁπλίτης,83
2291,μενεκλῆς,83
2292,σωσάνδρου,83
2293,ζυγόν,83
2294,λει,83
2295,μαξίμου,83
2296,ἕρμωνος,83
2297,Θηβαίς,83
2298,φάος,83
2299,ἔξοδος,83
2300,μαστός,83
2301,πανκράτιον,83
2302,Ἔφεσος,83
2303,τύπιον,83
2304,διοκλεῦς,83
2305,ἀγαθοκλεῦς,83
2306,τελαμών,83
2307,χείλια,83
2308,claudio,83
2309,διὸρ,83
2310,ἔνειμι,82
2311,χιών,82
2312,αις,82
2313,ἀνδραγαθία,82
2314,κέρας,82
2315,ἀθαναίαι,82
2316,φανός,82
2317,Διότιμος,82
2318,γοργός,82
2319,εἴσοδος,82
2320,σεμα,82
2321,ἐπαινέσαντες,82
2322,ὀῆθεν,82
2323,φιλοκράτους,82
2324,βουλευτός,82
2325,σέλευκος,82
2326,στεφανωθεὶς,82
2327,ἀνγεῖον,82
2328,ἑκατοδώρου,82
2329,πραξία,82
2330,εὐτύχου,82
2331,εὔδαμος,82
2332,πρόβουλος,82
