,0,1
3436,perfectissimus,56
3437,αὐρηλίῳ,56
3438,τριετηρίς,56
3439,Κῦρος,56
3440,συνγενεῖς,56
3441,μεὶ,56
3442,δεινός,56
3443,testamento,56
3444,domini,56
3445,περιτίου,56
3446,ἴκοσι,56
3447,titulum,56
3448,ra,56
3449,φιλορωμαίου,56
3450,γαργέττιος,56
3451,Κυρηναῖος,55
3452,ἀμφορεύς,55
3453,ἐνθάδ,55
3454,κόρος,55
3455,διόδωρος,55
3456,αὐτοκλῆς,55
3457,θυρίς,55
3458,φιλωνίδης,55
3459,ἐλλείπων,55
3460,διατρίβω,55
3461,τριώβολον,55
3462,καλλικράτου,55
3463,πανταχεῖ,55
3464,τιμόστρατος,55
3465,Σόλων,55
3466,αὐρηλ,55
3467,δίωνος,55
3468,ἀντίοχος,55
3469,Σάμιος,55
3470,ἀντωνίνου,55
3471,ἔκδικος,55
3472,Καλλιόπη,55
3473,θεόδωρον,55
3474,λάμματα,55
3475,φιλάγαθος,55
3476,ἀριστοκράτευς,55
3477,ὁσία,55
3478,ἀριστείδας,55
3479,σμυρναῖος,55
3480,κϛʹ,55
3481,δικαιόω,55
3482,κατασκευὰν,55
3483,μένητος,55
3484,θιός,55
3485,ἀρχεδάμα,55
3486,χαρητείας,55
3487,νεωκόρωι,55
3488,ἐρωτάω,55
3489,πολυβούλου,55
3490,φιλίστα,55
3491,Ἀμφιτρίτη,55
3492,δαισίου,55
3493,αἰλίῳ,55
3494,θευγένης,55
3495,γοννέων,55
3496,αἰνήτορος,55
3497,ἱεραπυτνίων,55
3498,ἀθανοδότου,55
3499,πρυτανευόντων,55
3500,daa,55
3501,ἰατάδας,55
3502,ἱεράομαι,54
3503,χορηγία,54
3504,Κλέαρχος,54
3505,μαχος,54
3506,σωσίας,54
3507,ποσείδιππος,54
3508,εὐθύς,54
3509,αἶα,54
3510,inter,54
3511,δημοσθένης,54
3512,ἡγησίου,54
3513,ἀνδροκλῆς,54
3514,δαμόκριτος,54
3515,μαντεία,54
3516,παμφίλου,54
3517,αἴσχρωνος,54
3518,ὁπλείτας,54
3519,ὑποδέχομαι,54
3520,ετ,54
3521,νοτόθ,54
3522,αὐλή,54
3523,ἀντιχαίρω,54
3524,ἀνδρόω,54
3525,χρυσόγονος,54
3526,ζωίλου,54
3527,θεῖον,54
3528,augusta,54
3529,βούλων,54
3530,παπίου,54
3531,τρυφερός,54
3532,Αὔγουστος,54
3533,στρατόπεδον,54
3534,ἕρμαιον,54
3535,ψιλός,54
3536,μάρκῳ,54
3537,ἀρταμιτίου,54
3538,ἐγγύοις,54
3539,ἰχθύς,54
3540,proconsul,54
3541,δρ,54
3542,anno,54
3543,ναοποιοὶ,54
3544,κλεοκρίτου,54
3545,τέτραχμα,54
3546,ἀάω,54
3547,πενταετηρίς,54
3548,Ἰακώβ,54
3549,quirina,54
3550,beneficiarius,54
3551,φιλότειμον,54
3552,δεκατηφόρος,54
3553,𐅅ηη,54
3554,θρασυκλέος,54
3555,δαιδαφορίου,54
3556,ἄκαιναι,54
3557,ρας,53
3558,ἄμεμπτος,53
3559,πεζός,53
3560,νο,53
3561,τριττύς,53
3562,ἀλκή,53
3563,πρεσβ,53
3564,ἕνει,53
3565,ἑνδεκάτει,53
3566,στρατοκλῆς,53
3567,παλαστή,53
3568,ἀφικνουμένοις,53
3569,τραγῳδός,53
3570,ἡμιόλιος,53
3571,ἐπίκουρος,53
3572,ἀντιγραφή,53
3573,στησίλεως,53
3574,καττιτέρωι,53
3575,ἰσοκρατής,53
3576,διάκριτος,53
3577,δημέας,53
3578,ἑρμογένου,53
3579,προκλέους,53
3580,πλοῦτος,53
3581,τοκεύς,53
3582,κάστρων,53
3583,τιμόξενος,53
3584,ἀναστροφὰν,53
3585,ξεναγόρας,53
3586,ὀφέλλω,53
3587,ἐπίλοιπος,53
3588,πράταν,53
3589,ἀλεξιμάχου,53
3590,φιλωνίδα,53
3591,ἀρχιερέος,53
3592,προγεγραμμένα,53
3593,δάμοι,53
3594,uxor,53
3595,σιτωνία,53
3596,δαμοξένου,53
3597,ἀνεφάπτους,53
3598,ηηδδδ,53
3599,τελέσων,53
3600,καλλισθένου,53
3601,φιλοφῶντος,53
3602,μύρτος,53
3603,quis,53
3604,ὀργή,53
3605,δοξάζω,53
3606,γορτύνιοι,53
3607,σοφαινέτου,53
3608,diebus,53
3609,παιδίσκη,53
3610,Δάρδανος,53
3611,δάμυ,53
3612,domo,53
3613,italicae,53
3614,dianae,53
3615,hygiae,53
3616,gaius,53
3617,tiberio,53
3618,qui,53
3619,χαρμίππου,53
3620,ἀγοράνακτος,53
3621,λαιάδας,53
3622,λογίζομαι,52
3623,ἁλαιεὺς,52
3624,χαρίας,52
3625,φθίνοντος,52
3626,ηηδδ,52
3627,πλατύς,52
3628,ἀθμονεύς,52
3629,ἀθην,52
3630,θεράπων,52
3631,Κλεομένης,52
3632,στο,52
3633,περονάω,52
3634,Φίλων,52
3635,φρυνίχου,52
3636,οἰκοδομία,52
3637,εἰκοστῆι,52
3638,καθαιρέω,52
3639,στρατόνικος,52
3640,ἄτταλον,52
3641,στάσις,52
3642,ἱεροκλέους,52
3643,ἐπάγαθος,52
3644,ἀβάσκαντος,52
3645,βάσσου,52
3646,βλέπω,52
3647,τέκος,52
3648,διοσκουρίδου,52
3649,τέρμα,52
3650,δαμοκλῆς,52
3651,καταστάζω,52
3652,δεξικράτης,52
3653,πασίων,52
3654,ἡροδώρου,52
3655,ἀριστίππου,52
3656,βοήθεια,52
3657,φιλιστίωνος,52
3658,προγεγραμμένοις,52
3659,πολίτευμα,52
3660,ῥήτωρ,52
3661,πικρός,52
3662,ἀναγραφῆι,52
3663,σαρματικοῦ,52
3664,αἰτωλοὶ,52
3665,φωκαέως,52
3666,εἰδοκρίτου,52
3667,κρατίνου,52
3668,κλεοπάτραν,52
3669,primus,52
3670,ἁγησάνδρου,52
3671,ἐπαρχία,52
3672,restituit,52
3673,iivir,52
3674,ζήσαντα,52
3675,ulpia,52
3676,τὠπόλλωνός,52
3677,μιλτιάδο,52
3678,παρώιας,52
3679,Σαλαμίς,51
3680,βολει,51
3681,Δαρεικός,51
3682,δεμόσιον,51
3683,καλλίας,51
3684,ἐτεός,51
3685,ἀρκέω,51
3686,εὔβιος,51
3687,ἀριστίων,51
3688,ἀρχέπολις,51
3689,μένιππος,51
3690,ατος,51
3691,ἰωνιή,51
3692,λογισμός,51
3693,κλέους,51
3694,ἐνίστημι,51
3695,πι,51
3696,κτησικλῆς,51
3697,εἰτεαῖος,51
3698,ἐπιχωρέω,51
3699,πλείων,51
3700,θεραπεία,51
3701,παρασκευάζων,51
3702,λεπτός,51
3703,τιμήσαντες,51
3704,Ποντικός,51
3705,ἄννιος,51
3706,πυρρίας,51
3707,Ταναγραῖος,51
3708,δίσκος,51
3709,ἀρισ,51
3710,γνήσιος,51
3711,ἀλλότριος,51
3712,νέρουα,51
3713,nomina,51
3714,πόα,51
3715,ἀσκλαπιοι,51
3716,κωλύω,51
3717,θύρωμα,51
3718,σωκράτευς,51
3719,σεουῆρος,51
3720,Λύκος,51
3721,ξενόω,51
3722,συναυξάνω,51
3723,ηʹ,51
3724,κόϊντος,51
3725,στοργή,51
3726,ἀντιγένεος,51
3727,ἱπποδρομίου,51
3728,βεβαιωτῆρα,51
3729,ἁγήμονος,51
3730,ἀναξιθέμιδος,51
3731,γράψαντι,51
3732,praeses,51
3733,περιτίου,51
3734,συμβίου,51
3735,ξεστός,51
3736,ἀτεισίδας,51
3737,βυσίου,51
3738,ταὐτάζω,50
3739,Ἄσιος,50
3740,πλεῖστος,50
3741,μελιτεὺς,50
3742,ὦρος,50
3743,ἐλευσινίωι,50
3744,θεοκλῆς,50
3745,ἑξακόσιοι,50
3746,παιδοτρίβης,50
3747,κοσμητός,50
3748,πρυτανείωι,50
3749,ἀπαντάω,50
3750,δωροθέου,50
3751,τοσοῦτος,50
3752,σίτησις,50
3753,σπένδω,50
3754,περίστασις,50
3755,βορρ,50
3756,ἀρτεμισιακὸν,50
3757,ἄμαξα,50
3758,δέος,50
3759,ἐπαφροδείτου,50
3760,κηφισόδωρος,50
3761,νεικοστράτου,50
3762,διοφάντου,50
3763,ἀριστογένης,50
3764,βίωνος,50
3765,κόρηι,50
3766,πυθοδώρου,50
3767,τόσος,50
3768,φῖλος,50
3769,καλύπτω,50
3770,Βάκχος,50
3771,διογένου,50
3772,εὔθυμος,50
3773,δαμοστράτου,50
3774,συνέρχομαι,50
3775,λιβανωτός,50
3776,Κρίσπος,50
3777,ἐπιγιγνώσκω,50
3778,κατάστασις,50
3779,συνευδοκεούσας,50
3780,clarissimus,50
3781,λιβανωτίδα,50
3782,ἀρτυσίλεω,50
3783,βάδρου,50
3784,σκηνή,50
3785,χαρμύλου,50
3786,κοσμιάδου,50
3787,ἀντιγονείων,50
3788,πακτύου,50
3789,διάσημος,50
3790,διοκλητιανοῦ,50
3791,pientissimo,50
3792,ἀπεγράψανθο,50
3793,ἐκτείσι,50
3794,galerio,50
3795,iiviro,50
3796,παρέχωντι,50
3797,φιλαινίου,50
3798,στ,49
3799,πρυτανείας,49
3800,ὁρίζω,49
3801,διάλιθον,49
3802,χαλκίς,49
3803,κλίνω,49
3804,ἀνάκειμαι,49
3805,λυκῖνος,49
3806,εὐθυμάχος,49
3807,πρα,49
3808,ἐρατός,49
3809,θῆλυς,49
3810,τρίτηι,49
3811,τριήρης,49
3812,ἑβδόμηι,49
3813,νικοκράτους,49
3814,νικοκράτης,49
3815,διφίλου,49
3816,ἀντάω,49
3817,σκιάς,49
3818,ζηλωτής,49
3819,βλάπτω,49
3820,δίω,49
3821,χρυσίωι,49
3822,ἀλεξίμαχος,49
3823,ἐσχάρα,49
3824,δημοστράτου,49
3825,πρόκλου,49
3826,δένδρον,49
3827,νουμηνίου,49
3828,μεγαλόψυχος,49
3829,σευήρου,49
3830,στράτευμα,49
3831,συντάσσω,49
3832,ἐνγόνοις,49
3833,λίνον,49
3834,εὐνομία,49
3835,ζήνων,49
3836,ἀριστολόχου,49
3837,πετρ,49
3838,τοῖος,49
3839,καλλικλέος,49
3840,ἔλαφος,49
3841,germanicus,49
3842,Κάσσιος,49
3843,ζωΐλου,49
3844,δεκάς,49
3845,δέμας,49
3846,αἰτωλίαι,49
3847,etiam,49
3848,ἀπολλωνίοις,49
3849,διομέδοντος,49
3850,διοδότου,49
3851,ἀνύω,49
3852,εἴσιδι,49
3853,nnostrorum,49
3854,liberto,49
3855,ἐˉμί,49
3856,ἀπολλοδώρω,49
3857,genio,49
3858,soli,49
3859,indictione,49
3860,aelii,49
3861,decurioni,49
3862,quas,49
3863,ὁρκίσζω,49
3864,ἐπεὶφ,49
3865,φαῶφι,49
3866,ἀνέφαπτοι,49
3867,ἁβρόμαχος,49
3868,ὀπωρινᾶς,49
3869,ἀτεκνόω,49
3870,θεσμός,48
3871,κόλπος,48
3872,βο,48
3873,ἀγλαός,48
3874,ἀγαθοκλέος,48
3875,θρα,48
3876,μειδιάω,48
3877,ἀδείμαντος,48
3878,τοῦτ,48
3879,εὐθυκράτης,48
3880,διογνήτου,48
3881,παραγγέλλω,48
3882,νικόδαμος,48
3883,μηδείου,48
3884,εἰσίδωρος,48
3885,κλεομάχου,48
3886,νεανίσκος,48
3887,εἰσφορά,48
3888,παραστάς,48
3889,αἰσχίνου,48
3890,θοός,48
3891,ζηνόδοτος,48
3892,μυηθεῖσαν,48
3893,πολιέως,48
3894,ὀπάζω,48
3895,Ἀφροδισίας,48
3896,ἀνάγκη,48
3897,φιλωνίδας,48
3898,τομός,48
3899,φιλομητόρων,48
3900,ἀπέρχομαι,48
3901,διάκειμαι,48
3902,σελήνη,48
3903,γείνεσθαι,48
3904,δας,48
3905,εἰργασμένον,48
3906,σαβεῖνος,48
3907,σιμία,48
3908,ἀντίπαλος,48
3909,ἥμισον,48
3910,ζωσίμη,48
3911,κῶμος,48
3912,βασιλ,48
3913,καίβων,48
3914,δδ,48
3915,ἀρκέοντος,48
3916,ἀμφιστράτου,48
3917,συγγραφεύς,48
3918,ἀρκεσινέων,48
3919,ἀνεγείρω,48
3920,λατίοις,48
3921,θεοδοσίου,48
3922,εὐκλεῦς,48
3923,ἱερατεύσαντα,48
3924,φλαύιος,48
3925,πανκράτιν,48
3926,cura,48
3927,xiiii,48
3928,ἐντυγχανόντοις,48
3929,li,48
3930,esse,48
3931,verus,48
3932,ἀρτάβη,48
3933,θηκαίων,48
3934,παραλάβετε,48
3935,ἐχεφύλου,48
3936,ὀπραμόας,48
3937,ντο,47
3938,δραχμ,47
3939,κον,47
3940,ηηδ,47
3941,εὐφρόνιος,47
3942,βιοτή,47
3943,εγ,47
3944,μνίας,47
3945,προστίθημι,47
3946,τιμοστράτου,47
3947,Νικόδημος,47
3948,ἀποφέρω,47
3949,μαραθώνιον,47
3950,κηφισιεύς,47
3951,μηνοδότου,47
3952,μηδεμιᾶι,47
3953,τρέχω,47
3954,Ἱππόνικος,47
3955,Λῆμνος,47
3956,στεφανωθέντες,47
3957,αἱρεθέντας,47
3958,θρασυκλῆς,47
3959,συνόδωι,47
3960,μεστός,47
3961,χαρικλῆς,47
3962,ἡράκων,47
3963,ευς,47
3964,εὔοδος,47
3965,πόντιος,47
3966,κάσις,47
3967,σωτέλου,47
3968,Ῥώμη,47
3969,ρ,47
3970,θεοφίλου,47
3971,aesculapio,47
3972,σύνκλητον,47
3973,ἀραβικὸν,47
3974,σαράπι,47
3975,εὐσεβείας,47
3976,δάμωι,47
3977,τετειμημένον,47
3978,Κρόνος,47
3979,λύχνος,47
3980,ὑακινθίου,47
3981,ἀλε,47
3982,δημός,47
3983,δαμόστρατος,47
3984,στόλος,47
3985,ἐπάγω,47
3986,φαλακρός,47
3987,ἀρχιάδα,47
3988,ἑστιαίου,47
3989,συμβολάν,47
3990,ἁγησάρχου,47
3991,βεβαιούτω,47
3992,ἀμφισσέος,47
3993,γαλαξιῶνος,47
3994,ἀντιγόνωι,47
3995,ἀνεπίγραφος,47
3996,ἀριστοθάλου,47
3997,ἀσπονδεί,47
3998,χαρίζω,47
3999,rufus,47
4000,ll,47
4001,diocletiano,47
4002,δαπάνημα,47
4003,papiria,47
4004,ἀπολλώνιε,47
4005,lxx,47
4006,ed,47
4007,probavi,47
4008,ἰρήνῃ,47
4009,συναγωγός,47
4010,ἰερεῖς,47
4011,μολεους,47
4012,ἔδοχσεν,46
4013,πρόσειμι,46
4014,κλεώνυμος,46
4015,ἀθεναίας,46
4016,ἄδικος,46
4017,φρέαρ,46
4018,μικίων,46
4019,πολύστρατος,46
4020,δεινίας,46
4021,φθίω,46
4022,φαίδιμος,46
4023,ἑκών,46
4024,τριακοστῆι,46
4025,ὁποῖος,46
4026,στρογγύλος,46
4027,Ἱερώνυμος,46
4028,προκλῆς,46
4029,φιλιστίων,46
4030,συντελουμένων,46
4031,κυρόω,46
4032,τεταγμένον,46
4033,πει,46
4034,διπλάσιος,46
4035,κατεαγότα,46
4036,χάλκωμα,46
4037,ὑφίστημι,46
4038,ἄνειμι,46
4039,δημοφῶντος,46
4040,ἀριστόκριτος,46
4041,ἀισίτους,46
4042,ἄπιος,46
4043,διονυσ,46
4044,ὀνησίμου,46
4045,Φάβιος,46
4046,τελεσφόρος,46
4047,φλαβίου,46
4048,ξενοκράτους,46
4049,κερδώ,46
4050,Ἀσκληπίειος,46
4051,νικάνδρου,46
4052,δάμωνος,46
4053,τερπνός,46
4054,σαραπίωνος,46
4055,λυγρός,46
4056,πολείταις,46
4057,ἀναιρέω,46
4058,λύσων,46
4059,ἑβδεμήκοντα,46
4060,φιλοδάμου,46
4061,οὐδός,46
4062,ἀστήρ,46
4063,αἷμα,46
4064,καλλικράτευς,46
4065,ίκατι,46
4066,δεξίππου,46
4067,φιλοκαίσαρος,46
4068,εὐφράνορος,46
4069,προγεγραμμένων,46
4070,βάσσου,46
4071,ἐμπόριον,46
4072,πετραῖος,46
4073,καφισόδωρος,46
4074,πολίταν,46
4075,εὐορκέω,46
4076,ἐξαγωγή,46
4077,ἀμύντα,46
4078,ἀμφικλέους,46
4079,πανταίνου,46
4080,στεφανηφόρον,46
4081,τραιανὸς,46
4082,κόπος,46
4083,eiusdem,46
4084,pia,46
4085,la,46
4086,iulianus,46
4087,Ἰουδαῖος,46
4088,ἐπινεμήσεως,46
4089,πραόχου,46
4090,ὀδελοὺς,46
4091,fd,46
4092,κράτητος,45
4093,ὀβελίσκος,45
4094,πείρω,45
4095,Μυρτίλος,45
4096,ἐκδίδωμι,45
4097,νικοκλέους,45
4098,φανομάχου,45
4099,Μιλτιάδης,45
4100,διονυς,45
4101,Δημόφιλος,45
4102,διόδωρον,45
4103,καλλιερέω,45
4104,ἀπατούριος,45
4105,ξενοκλέους,45
4106,κρηπίς,45
4107,ἰσιδώρου,45
4108,εὔκαιρος,45
4109,θρασυμήδης,45
4110,στράτωνος,45
4111,ἀντωνῖνον,45
4112,κλαυδίας,45
4113,ἡλιοδώρου,45
4114,λίς,45
4115,ἰδίω,45
4116,τὰγ,45
4117,ἐπιδαμίαν,45
4118,ἱερομνάμονες,45
4119,ἔρις,45
4120,πολυστράτου,45
4121,ντων,45
4122,ὄφις,45
4123,παστάς,45
4124,παιδικός,45
4125,σεμνότης,45
4126,μεʹ,45
4127,Μηδικός,45
4128,τίνω,45
4129,παραμείνασαν,45
4130,ξενοφάντου,45
4131,κριτόλαος,45
4132,ἑρμοκράτης,45
4133,ὁμολωΐου,45
4134,ἀλέξιος,45
4135,ἀνεκτός,45
4136,ἀπολλωνίωι,45
4137,σάρδιον,45
4138,γειτονεύει,45
4139,ἀσπιδίσκας,45
4140,καπίτων,45
4141,name,45
4142,Αἰολεύς,45
4143,val,45
4144,χρυσίππου,45
4145,viator,45
4146,ὧρος,45
4147,τρύφωνος,45
4148,ἰουστινιανοῦ,45
4149,caii,45
4150,menses,45
4151,hadrianus,45
4152,λινδίας,45
4153,ἰερατεύσας,45
4154,κῖται,45
4155,πελτοφόρας,45
4156,προξένυς,45
4157,ὀνέθεικε,45
4158,ddominis,45
4159,nnostris,45
4160,legati,45
4161,saturninus,45
4162,curante,45
4163,merentibus,45
4164,veri,45
4165,quorum,45
4166,μουκατραλις,45
4167,μισθωσάντω,45
4168,τροκονδου,45
4169,ρα,44
4170,σφέτερος,44
4171,πάρεδρος,44
4172,ἀνέθεκεν,44
4173,Φρύγιος,44
4174,σμικρός,44
4175,στρατ,44
4176,τοξότης,44
4177,δημοχάρης,44
4178,αὐγή,44
4179,Τεγεάτης,44
4180,τριήραρχος,44
4181,ἄζα,44
4182,γαργήττιος,44
4183,ἀμεινίου,44
4184,μισθωσάμενοι,44
4185,παρέρχομαι,44
4186,ἁγνούσιος,44
4187,κομιδή,44
4188,θρίξ,44
4189,ἕρμειος,44
4190,ἐφηβεύσαντες,44
4191,μνησικλέους,44
4192,ἀγρυλῆθεν,44
4193,περιθοίδης,44
4194,συνεδρίωι,44
4195,συνήθεια,44
4196,διάθεσις,44
4197,σωτείραι,44
4198,παρακαλῆι,44
4199,ἐφίημι,44
4200,γωνία,44
4201,μικίωνος,44
4202,δημόστρατος,44
4203,χαιρέου,44
4204,μουσαῖος,44
4205,ἄδραστος,44
4206,ἐπιδαύριος,44
4207,Αἰνείας,44
4208,μαραθώνιος,44
4209,μενεδήμου,44
4210,γέτα,44
4211,ζώπυρος,44
4212,ἄνω,44
4213,ἀντιοχεύς,44
4214,ὀνίνημι,44
4215,φλάβιον,44
4216,πολείτην,44
4217,ἀριστονίκου,44
4218,φίλωνα,44
4219,στῦλος,44
4220,θήρ,44
4221,χχχχ,44
4222,φορέω,44
4223,ἐπικαλέω,44
4224,καλλιστράτου,44
4225,κλεάρχου,44
4226,γυμνασιαρχήσαντα,44
4227,γείνομαι,44
4228,γραμματῆ,44
4229,Κύπριος,44
4230,ὑπογράφω,44
4231,φίλανδρος,44
4232,ἔνγυοι,44
4233,νικόβουλος,44
4234,πόντος,44
4235,λήθη,44
4236,πάντοις,44
4237,κυμβία,44
4238,απ,44
4239,μικύθειον,44
4240,φιλώτα,44
4241,ἑρμίου,44
4242,στερεός,44
4243,ἁμαρτία,44
4244,νομεύς,44
4245,devotus,44
4246,γόρτυνι,44
4247,ἀποτεισάντων,44
4248,ἀμμωνίου,44
4249,θεαροδοκίαν,44
4250,πόσος,44
4251,procurator,44
4252,prima,44
4253,πρόκειμαι,44
4254,bixit,44
4255,υκίας,44
4256,καφισοδώρω,44
4257,ἀσκλαπιῶ,44
4258,victori,44
4259,κηʹ,44
4260,κλεοπάτραι,44
4261,θεοκόλοι,44
4262,ἐνδογενῆ,44
4263,ἱερομνήμοσι,44
4264,καλλίερος,44
4265,brittonum,44
4266,ἀφικνέομαι,43
4267,δεδομένα,43
4268,ἐπιστύλιον,43
4269,λύτρον,43
4270,ἐπικαρπία,43
4271,χαρ,43
4272,μνεμα,43
4273,Νεμεάς,43
4274,Κάριος,43
4275,ἀνθέμιον,43
4276,λευ,43
4277,καταλαμβάνω,43
4278,Ἀριστόδικος,43
4279,ἀρίστανδρος,43
4280,μέγαρον,43
4281,ὀλυμπιόδωρος,43
4282,ἄμφω,43
4283,ταξίαρχος,43
4284,τριακοστεῖ,43
4285,κηφισιεὺς,43
4286,ἄντανδρος,43
4287,φιλιστίδου,43
4288,φιλήμονος,43
4289,γλαυκίου,43
4290,χαριδήμου,43
4291,κλεόμαχος,43
4292,Σωσθένης,43
4293,ἑατῶν,43
4294,ἄλλ,43
4295,τείμια,43
4296,ὀνήτωρ,43
4297,ὠνητής,43
4298,λυκόφρων,43
4299,κατεαγός,43
4300,κήδω,43
4301,λων,43
4302,ἀφροδεισίου,43
4303,Δελφικός,43
4304,δαμᾶς,43
4305,Ἕλενος,43
4306,στάδιος,43
4307,φαρνάκου,43
4308,λαοδικεὺς,43
4309,ἀθηνόδωρος,43
4310,μενεκράτης,43
4311,ἔξοχος,43
4312,ποιητός,43
4313,σωστράτου,43
4314,ἀθλητής,43
4315,ἀνάβασις,43
4316,κιθαρῳδός,43
4317,νικάσαντα,43
4318,ἀδιαβηνικὸν,43
4319,δαμοκρίτου,43
4320,πῶλος,43
4321,ἁλία,43
4322,ἄστρον,43
4323,σευῆρον,43
4324,λίβανος,43
4325,κεφάλωμα,43
4326,ξενόφαντος,43
4327,δεινόω,43
4328,βειθυνίας,43
4329,ψαφίσματι,43
4330,ἐτυμώνδα,43
4331,προγεγραμμένας,43
4332,ὀπούντιος,43
4333,ἐποήσατο,43
4334,ἀμοιβή,43
4335,χοιρύλου,43
4336,θόαντος,43
4337,ἀρησιῶνος,43
4338,δημόνου,43
4339,ζώιδια,43
4340,σιμίου,43
4341,κλείσιον,43
4342,τυπία,43
4343,μιθραδάτου,43
4344,ζακορεύοντος,43
4345,nostris,43
4346,ζήσαντα,43
4347,σεπτιμίῳ,43
4348,loco,43
4349,Εὔβοια,43
4350,τηλειδῶν,43
4351,δείου,43
4352,uxori,43
4353,ἀνῦξε,43
4354,ἀντιοχέων,43
4355,fortunae,43
4356,oto,43
4357,flavianus,43
4358,ornamentis,43
4359,augustorum,43
4360,ζ,43
4361,ἔγρατται,43
4362,traces,43
4363,ὀρθαίου,43
4364,ἠρινᾶς,43
4365,ἐπεστάτε,42
4366,φράζω,42
4367,φε,42
4368,τρίτει,42
4369,τόνδ,42
4370,εὔδικος,42
4371,Σαρπηδών,42
4372,φρουρός,42
4373,Ἀναξίλης,42
4374,ποθέω,42
4375,αὐτοκρατής,42
4376,ἀιδής,42
4377,προσγράφω,42
4378,μυρρινούσιος,42
4379,ἀρχῆι,42
4380,πάθη,42
4381,κῆδος,42
4382,μελανθίου,42
4383,ἰσοπύθιον,42
4384,φλυέα,42
4385,τρινεμεέα,42
4386,βου,42
4387,ἐκφέρω,42
4388,πειράω,42
4389,μέγεθος,42
4390,σωφρονιστής,42
4391,κλεοστράτου,42
4392,διιιι,42
4393,πολύδωρος,42
4394,ὄψις,42
4395,ἐμπεδόω,42
4396,Ἄλεξις,42
4397,ἵημι,42
4398,Μύρων,42
4399,πωλικῶι,42
4400,λυκίνου,42
4401,δαμόξενος,42
4402,Εὔδωρος,42
4403,κλαυδίαν,42
4404,περίοδος,42
4405,δαμο,42
4406,μοσχίωνος,42
4407,εὐτυχὶς,42
4408,ἀγός,42
4409,ἐνλείπων,42
4410,Φερσέφασσα,42
4411,ὀνάσιμος,42
4412,ἀσκλαπιείων,42
4413,διδόντω,42
4414,μεγαλοπολίτας,42
4415,σεβ,42
4416,κριτήριον,42
4417,ἀκαρνάνων,42
4418,μέμμιος,42
4419,σώσου,42
4420,ἔντευξις,42
4421,ταρσικῶν,42
4422,στίχος,42
4423,ξενο,42
4424,διαλέγω,42
4425,ὄντα,42
4426,ζοός,42
4427,σεβαστοὺς,42
4428,ἀνῦξαι,42
4429,ἀγελάου,42
4430,ἀλέξων,42
4431,οἰκειότης,42
4432,ὑπάργυρος,42
4433,λειμών,42
4434,καλυμνίων,42
4435,φιάλια,42
4436,cetera,42
4437,ἀνδριαντίδιον,42
4438,συντέλεια,42
4439,τροφεύς,42
4440,quam,42
4441,ἀμμία,42
4442,σεβαστ,42
4443,τιμοκράτευς,42
4444,διφίλου,42
4445,ἀμμώνιος,42
4446,ὑπερβερεταίου,42
4447,herculi,42
4448,ἀναγνώστης,42
4449,xxxv,42
4450,fabia,42
4451,veterano,42
4452,τιμαθέντα,42
4453,κόμητος,42
4454,ἄλλυς,42
4455,λεσχανορίου,42
4456,caesare,42
4457,θʹ,42
4458,civitas,42
4459,commagenorum,42
4460,συντάξιος,42
4461,τιμασαγόρα,42
4462,ἰαμίδης,42
4463,πολύων,42
4464,περγαμηνῶι,42
4465,λογιστής,41
4466,στρατία,41
4467,ἀθεναῖοι,41
4468,Σικελία,41
4469,δες,41
4470,παιανιεύς,41
4471,μάρη,41
4472,τόνος,41
4473,εὔας,41
4474,ἀλκαῖος,41
4475,ιππος,41
4476,εὔνικος,41
4477,βι,41
4478,διονυσοδώρου,41
4479,ἐξεργάζομαι,41
4480,πανταχῆι,41
4481,στοῖχος,41
4482,στρατευομένοις,41
4483,ἐπιμεμέληνται,41
4484,φιλιστίδης,41
4485,λυσικλῆς,41
4486,δημοκλῆς,41
4487,παραγινομένοις,41
4488,δημοφῶν,41
4489,ἰδιωτικός,41
4490,προγεγραμμένον,41
4491,εὐεργέτηι,41
4492,τραϊανὸς,41
4493,εως,41
4494,σπουδάζω,41
4495,ἐνώιδια,41
4496,Λακωνικός,41
4497,θρασύμωι,41
4498,γόμφος,41
4499,Πανταλέων,41
4500,ἡφαιστίωνος,41
4501,καλλίστρατον,41
4502,ἀντικράτου,41
4503,σεραπίων,41
4504,σπόρος,41
4505,εὐτυχιανὸς,41
4506,ἀκάμας,41
4507,κόιντος,41
4508,καισαρήων,41
4509,γυμνασιαρχήσαντος,41
4510,σηκός,41
4511,Ἀθήναιος,41
4512,μηνόφιλος,41
4513,μοσχίον,41
4514,Δωρίς,41
4515,Λίβυς,41
4516,πεντήκοντα,41
4517,σμύρνα,41
4518,εἰσχέω,41
4519,ἐκτένεια,41
4520,διατίθημι,41
4521,δαμονίκου,41
4522,σαντα,41
4523,ἀναβαίνω,41
4524,ζεῦξις,41
4525,κόσμησις,41
4526,χαρίδαμος,41
4527,βαρύς,41
4528,λαρισαίωι,41
4529,κρουνός,41
4530,θαρσύνοντος,41
4531,μαψιχιδῶν,41
4532,ἀντιχάρου,41
4533,περιηργυρωμένον,41
4534,κορμός,41
4535,Λαοδικεύς,41
4536,licinio,41
4537,συγγράφω,41
4538,δαμοκράτευς,41
4539,𐅅ηηη,41
4540,τραγῳδία,41
4541,domitius,41
4542,μʹ,41
4543,δαισίου,41
4544,Ἀκύλας,41
